pair_index,orig_id,anon_id,label,age_missing,age_diff,age_equal,education_missing,education_diff,education_equal,industry_missing,industry_diff,industry_equal,marital_status_missing,marital_status_diff,marital_status_equal,sex_missing,sex_diff,sex_equal,similarity_score
188,188,188,1,0,35.0,0.0,0,12.0,0.0,0,27401.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
701,701,701,1,0,30.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2
1814,1814,1814,0,0,29.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1137,1137,1137,0,0,45.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
354,354,354,1,0,20.0,0.0,0,6.0,0.0,0,49222.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0
416,416,416,1,0,15.0,0.0,0,9.0,0.0,0,64197.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1245,1245,1245,0,0,16.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
930,930,930,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
196,196,196,1,0,17.0,0.0,0,6.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
579,579,579,1,0,31.0,0.0,0,8.0,0.0,0,47717.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1134,1134,1134,0,0,4.0,0.0,0,9.0,0.0,0,47612.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1813,1813,1813,0,0,13.0,0.0,0,5.0,0.0,0,49221.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1934,1934,1934,0,0,22.0,0.0,0,7.0,0.0,0,33130.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
433,433,433,1,0,31.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
100,100,100,1,0,38.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1654,1654,1654,0,0,38.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
394,394,394,1,0,3.0,0.0,0,7.0,0.0,1,1.0,0.0,0,5.0,0.0,0,2.0,0.0,0.0
1938,1938,1938,0,0,56.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
220,220,220,1,0,40.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1675,1675,1675,0,0,31.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1497,1497,1497,0,0,16.0,0.0,0,8.0,0.0,0,64190.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1784,1784,1784,0,0,29.0,0.0,0,6.0,0.0,0,1490.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
344,344,344,1,0,56.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1027,1027,1027,0,0,44.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
888,888,888,1,0,14.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1350,1350,1350,0,0,12.0,0.0,0,6.0,0.0,0,47589.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
552,552,552,1,0,32.0,0.0,0,9.0,0.0,0,14096.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
743,743,743,1,0,38.0,0.0,0,9.0,0.0,0,14095.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0
1541,1541,1541,0,0,36.0,0.0,0,12.0,0.0,0,27407.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
538,538,538,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
906,906,906,1,0,5.0,0.0,0,7.0,0.0,0,10781.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1394,1394,1394,0,0,37.0,0.0,0,8.0,0.0,0,10709.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
115,115,115,1,0,5.0,0.0,0,8.0,0.0,0,84110.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
829,829,829,1,0,9.0,0.0,0,10.0,0.0,0,47108.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1937,1937,1937,0,0,26.0,0.0,0,10.0,0.0,0,45091.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
808,808,808,1,0,5.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1310,1310,1310,0,0,24.0,0.0,0,3.0,0.0,0,16209.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1004,1004,1004,0,0,19.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
305,305,305,1,0,22.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2
1100,1100,1100,0,0,31.0,0.0,0,9.0,0.0,0,14096.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
479,479,479,1,0,12.0,0.0,0,12.0,0.0,0,40993.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1423,1423,1423,0,0,19.0,0.0,0,9.0,0.0,0,56100.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1075,1075,1075,0,0,8.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
570,570,570,1,0,14.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
618,618,618,1,0,52.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1897,1897,1897,0,0,41.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1265,1265,1265,0,0,1.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
78,78,78,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1911,1911,1911,0,0,65.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
32,32,32,1,0,60.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1537,1537,1537,0,0,24.0,0.0,0,9.0,0.0,0,95108.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1033,1033,1033,0,0,15.0,0.0,0,6.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1562,1562,1562,0,0,7.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
351,351,351,1,0,20.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
163,163,163,1,0,42.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
203,203,203,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1053,1053,1053,0,0,39.0,0.0,0,12.0,0.0,0,64189.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1364,1364,1364,0,0,48.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1966,1966,1966,0,0,17.0,0.0,0,3.0,0.0,0,56306.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
495,495,495,1,0,4.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1624,1624,1624,0,0,30.0,0.0,0,3.0,0.0,0,91991.0,0.0,0,5.0,0.0,0,0.0,1.0,0.2
1965,1965,1965,0,0,22.0,0.0,0,5.0,0.0,0,45299.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1962,1962,1962,0,0,13.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
610,610,610,1,0,13.0,0.0,0,6.0,0.0,0,49217.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
432,432,432,1,0,52.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1491,1491,1491,0,0,19.0,0.0,0,8.0,0.0,0,49211.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
218,218,218,1,0,37.0,0.0,0,3.0,0.0,0,45399.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1930,1930,1930,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1465,1465,1465,0,0,29.0,0.0,0,4.0,0.0,1,1.0,0.0,0,6.0,0.0,0,1.0,0.0,0.0
630,630,630,1,0,56.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1381,1381,1381,0,0,31.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1301,1301,1301,0,0,1.0,0.0,0,7.0,0.0,0,96997.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
59,59,59,1,0,41.0,0.0,0,7.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
298,298,298,1,0,30.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1710,1710,1710,0,0,22.0,0.0,0,7.0,0.0,0,47215.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
73,73,73,1,0,0.0,1.0,0,8.0,0.0,0,10492.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2
162,162,162,1,0,10.0,0.0,0,14.0,0.0,0,14090.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1274,1274,1274,0,0,4.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1593,1593,1593,0,0,10.0,0.0,0,9.0,0.0,0,85200.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1433,1433,1433,0,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1612,1612,1612,0,0,12.0,0.0,0,10.0,0.0,0,47107.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
591,591,591,1,0,7.0,0.0,0,13.0,0.0,0,69194.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
316,316,316,1,0,5.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
45,45,45,1,0,14.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1719,1719,1719,0,0,24.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1831,1831,1831,0,0,7.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
427,427,427,1,0,43.0,0.0,0,8.0,0.0,0,53192.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
581,581,581,1,0,24.0,0.0,0,7.0,0.0,0,16284.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
76,76,76,1,0,13.0,0.0,0,10.0,0.0,0,95100.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1916,1916,1916,0,0,47.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1414,1414,1414,0,0,25.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
780,780,780,1,0,8.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1919,1919,1919,0,0,14.0,0.0,0,10.0,0.0,1,1.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0
1173,1173,1173,0,0,8.0,0.0,0,0.0,1.0,1,1.0,0.0,0,4.0,0.0,0,1.0,0.0,0.2
1319,1319,1319,0,0,35.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
937,937,937,1,0,5.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
30,30,30,1,0,46.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1091,1091,1091,0,0,43.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2
1615,1615,1615,0,0,26.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1229,1229,1229,0,0,31.0,0.0,0,5.0,0.0,0,49228.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
974,974,974,1,0,31.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1084,1084,1084,0,0,67.0,0.0,0,1.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
514,514,514,1,0,5.0,0.0,0,15.0,0.0,0,97003.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1550,1550,1550,0,0,41.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1567,1567,1567,0,0,23.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1810,1810,1810,0,0,21.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1573,1573,1573,0,0,19.0,0.0,0,2.0,0.0,1,1.0,0.0,0,3.0,0.0,0,1.0,0.0,0.0
44,44,44,1,0,6.0,0.0,0,11.0,0.0,0,85200.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1686,1686,1686,0,0,28.0,0.0,0,9.0,0.0,0,84109.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
168,168,168,1,0,18.0,0.0,0,8.0,0.0,0,18105.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
303,303,303,1,0,13.0,0.0,0,12.0,0.0,0,84109.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
990,990,990,1,0,18.0,0.0,0,7.0,0.0,0,35996.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
555,555,555,1,0,0.0,1.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2
1924,1924,1924,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
607,607,607,1,0,32.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1618,1618,1618,0,0,25.0,0.0,0,5.0,0.0,0,47702.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
757,757,757,1,0,25.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
438,438,438,1,0,37.0,0.0,0,2.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
582,582,582,1,0,3.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1518,1518,1518,0,0,51.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
527,527,527,1,0,2.0,0.0,0,10.0,0.0,0,47105.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
342,342,342,1,0,12.0,0.0,0,14.0,0.0,0,47728.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1736,1736,1736,0,0,15.0,0.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
367,367,367,1,0,26.0,0.0,0,5.0,0.0,0,14099.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
185,185,185,1,0,17.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1116,1116,1116,0,0,21.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1754,1754,1754,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1425,1425,1425,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
300,300,300,1,0,8.0,0.0,0,4.0,0.0,0,1289.0,0.0,0,5.0,0.0,0,2.0,0.0,0.0
1903,1903,1903,0,0,15.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
832,832,832,1,0,7.0,0.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
543,543,543,1,0,0.0,1.0,0,6.0,0.0,0,22194.0,0.0,0,1.0,0.0,0,0.0,1.0,0.4
1600,1600,1600,0,0,3.0,0.0,0,3.0,0.0,0,49213.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
350,350,350,1,0,22.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1932,1932,1932,0,0,42.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1510,1510,1510,0,0,27.0,0.0,0,8.0,0.0,0,14098.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
978,978,978,1,0,10.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
175,175,175,1,0,23.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
482,482,482,1,0,17.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1412,1412,1412,0,0,34.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1610,1610,1610,0,0,63.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
123,123,123,1,0,15.0,0.0,0,9.0,0.0,0,17022.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
599,599,599,1,0,24.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1794,1794,1794,0,0,7.0,0.0,0,11.0,0.0,0,84123.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1745,1745,1745,0,0,22.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1378,1378,1378,0,0,29.0,0.0,0,7.0,0.0,0,47593.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1185,1185,1185,0,0,6.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
485,485,485,1,0,31.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
331,331,331,1,0,15.0,0.0,0,14.0,0.0,0,85204.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
788,788,788,1,0,47.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
194,194,194,1,0,21.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
637,637,637,1,0,23.0,0.0,0,10.0,0.0,0,49211.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
471,471,471,1,0,10.0,0.0,0,13.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1713,1713,1713,0,0,7.0,0.0,0,8.0,0.0,0,85491.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
322,322,322,1,0,30.0,0.0,0,4.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1196,1196,1196,0,0,8.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
266,266,266,1,0,23.0,0.0,0,10.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1543,1543,1543,0,0,25.0,0.0,0,6.0,0.0,0,52283.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1803,1803,1803,0,0,17.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
67,67,67,1,0,35.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1737,1737,1737,0,0,43.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1592,1592,1592,0,0,14.0,0.0,0,8.0,0.0,0,52290.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1563,1563,1563,0,0,13.0,0.0,0,7.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
480,480,480,1,0,31.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1756,1756,1756,0,0,10.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1912,1912,1912,0,0,45.0,0.0,0,9.0,0.0,0,25103.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1440,1440,1440,0,0,5.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1460,1460,1460,0,0,59.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
887,887,887,1,0,19.0,0.0,0,7.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
422,422,422,1,0,51.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1674,1674,1674,0,0,10.0,0.0,0,2.0,0.0,0,41000.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1449,1449,1449,0,0,8.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
764,764,764,1,0,61.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
519,519,519,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1431,1431,1431,0,0,15.0,0.0,0,6.0,0.0,0,47112.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
613,613,613,1,0,18.0,0.0,0,7.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1530,1530,1530,0,0,21.0,0.0,0,5.0,0.0,0,47814.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1782,1782,1782,0,0,14.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1658,1658,1658,0,0,3.0,0.0,0,14.0,0.0,0,14092.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
453,453,453,1,0,33.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
730,730,730,1,0,55.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
534,534,534,1,0,17.0,0.0,0,17.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
965,965,965,1,0,53.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1284,1284,1284,0,0,6.0,0.0,0,5.0,0.0,0,43294.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1739,1739,1739,0,0,0.0,1.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.2
261,261,261,1,0,37.0,0.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
535,535,535,1,0,15.0,0.0,0,8.0,0.0,0,49226.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
968,968,968,1,0,23.0,0.0,0,8.0,0.0,0,56204.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
240,240,240,1,0,17.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
819,819,819,1,0,32.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
692,692,692,1,0,4.0,0.0,0,11.0,0.0,0,49229.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
420,420,420,1,0,18.0,0.0,0,8.0,0.0,0,56206.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1085,1085,1085,0,0,25.0,0.0,0,5.0,0.0,0,47105.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1998,1998,1998,0,0,11.0,0.0,0,5.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
365,365,365,1,0,22.0,0.0,0,12.0,0.0,0,64900.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1022,1022,1022,0,0,32.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1240,1240,1240,0,0,28.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
588,588,588,1,0,3.0,0.0,0,11.0,0.0,0,10705.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
736,736,736,1,0,1.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1761,1761,1761,0,0,7.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
941,941,941,1,0,21.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
71,71,71,1,0,1.0,0.0,0,10.0,0.0,0,42092.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1407,1407,1407,0,0,32.0,0.0,0,13.0,0.0,0,84111.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
259,259,259,1,0,53.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
51,51,51,1,0,11.0,0.0,0,10.0,0.0,0,84127.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
198,198,198,1,0,8.0,0.0,0,1.0,0.0,0,43290.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1788,1788,1788,0,0,5.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
650,650,650,1,0,19.0,0.0,0,11.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
332,332,332,1,0,30.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1359,1359,1359,0,0,4.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
593,593,593,1,0,33.0,0.0,0,9.0,0.0,0,49222.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1391,1391,1391,0,0,51.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1800,1800,1800,0,0,9.0,0.0,0,9.0,0.0,0,17011.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1314,1314,1314,0,0,66.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1111,1111,1111,0,0,31.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1006,1006,1006,0,0,20.0,0.0,0,10.0,0.0,1,1.0,0.0,0,4.0,0.0,0,2.0,0.0,0.0
1326,1326,1326,0,0,2.0,0.0,0,10.0,0.0,0,47728.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
