anon_id,max_attack_score,mean_attack_score,pair_count,risk_level
0.0,0.9648474887814732,0.9648474887814732,1,critical
1.0,0.9648474887814732,0.9648474887814732,1,critical
2.0,0.9648474887814732,0.9648474887814732,1,critical
3.0,0.9648474887814732,0.9648474887814732,1,critical
4.0,0.9648474887814732,0.9648474887814732,1,critical
5.0,0.9648474887814732,0.9648474887814732,1,critical
6.0,0.9648474887814732,0.9648474887814732,1,critical
7.0,0.9648474887814732,0.9648474887814732,1,critical
8.0,0.9648474887814732,0.9648474887814732,1,critical
9.0,0.9648474887814732,0.9648474887814732,1,critical
10.0,0.9648474887814732,0.9648474887814732,1,critical
11.0,0.9648474887814732,0.9648474887814732,1,critical
12.0,0.9648474887814732,0.9648474887814732,1,critical
13.0,0.9648474887814732,0.9648474887814732,1,critical
14.0,0.9648474887814732,0.9648474887814732,1,critical
15.0,0.9648474887814732,0.9648474887814732,1,critical
16.0,0.9648474887814732,0.9648474887814732,1,critical
17.0,0.9648474887814732,0.9648474887814732,1,critical
18.0,0.9648474887814732,0.9648474887814732,1,critical
19.0,0.9648474887814732,0.9648474887814732,1,critical
20.0,0.9648474887814732,0.9648474887814732,1,critical
21.0,0.9648474887814732,0.9648474887814732,1,critical
22.0,0.9648474887814732,0.9648474887814732,1,critical
23.0,0.9648474887814732,0.9648474887814732,1,critical
24.0,0.9648474887814732,0.9648474887814732,1,critical
25.0,0.9648474887814732,0.9648474887814732,1,critical
26.0,0.9648474887814732,0.9648474887814732,1,critical
27.0,0.9648474887814732,0.9648474887814732,1,critical
28.0,0.9648474887814732,0.9648474887814732,1,critical
29.0,0.9648474887814732,0.9648474887814732,1,critical
30.0,0.9648474887814732,0.9648474887814732,1,critical
31.0,0.9648474887814732,0.9648474887814732,1,critical
32.0,0.9648474887814732,0.9648474887814732,1,critical
33.0,0.9648474887814732,0.9648474887814732,1,critical
34.0,0.9648474887814732,0.9648474887814732,1,critical
35.0,0.9648474887814732,0.9648474887814732,1,critical
36.0,0.9648474887814732,0.9648474887814732,1,critical
37.0,0.9648474887814732,0.9648474887814732,1,critical
38.0,0.9648474887814732,0.9648474887814732,1,critical
39.0,0.9648474887814732,0.9648474887814732,1,critical
40.0,0.9648474887814732,0.9648474887814732,1,critical
41.0,0.9648474887814732,0.9648474887814732,1,critical
42.0,0.9648474887814732,0.9648474887814732,1,critical
43.0,0.9648474887814732,0.9648474887814732,1,critical
44.0,0.9648474887814732,0.9648474887814732,1,critical
45.0,0.9648474887814732,0.9648474887814732,1,critical
46.0,0.9648474887814732,0.9648474887814732,1,critical
47.0,0.9648474887814732,0.9648474887814732,1,critical
48.0,0.9648474887814732,0.9648474887814732,1,critical
49.0,0.9648474887814732,0.9648474887814732,1,critical
50.0,0.9648474887814732,0.9648474887814732,1,critical
51.0,0.9648474887814732,0.9648474887814732,1,critical
52.0,0.9648474887814732,0.9648474887814732,1,critical
53.0,0.9648474887814732,0.9648474887814732,1,critical
54.0,0.9648474887814732,0.9648474887814732,1,critical
55.0,0.9648474887814732,0.9648474887814732,1,critical
56.0,0.9648474887814732,0.9648474887814732,1,critical
57.0,0.9648474887814732,0.9648474887814732,1,critical
58.0,0.9648474887814732,0.9648474887814732,1,critical
59.0,0.9648474887814732,0.9648474887814732,1,critical
60.0,0.9648474887814732,0.9648474887814732,1,critical
61.0,0.9648474887814732,0.9648474887814732,1,critical
62.0,0.9648474887814732,0.9648474887814732,1,critical
63.0,0.9648474887814732,0.9648474887814732,1,critical
64.0,0.9648474887814732,0.9648474887814732,1,critical
65.0,0.9648474887814732,0.9648474887814732,1,critical
66.0,0.9648474887814732,0.9648474887814732,1,critical
67.0,0.9648474887814732,0.9648474887814732,1,critical
68.0,0.9648474887814732,0.9648474887814732,1,critical
69.0,0.9648474887814732,0.9648474887814732,1,critical
70.0,0.9648474887814732,0.9648474887814732,1,critical
71.0,0.9648474887814732,0.9648474887814732,1,critical
72.0,0.9648474887814732,0.9648474887814732,1,critical
73.0,0.9648474887814732,0.9648474887814732,1,critical
74.0,0.9648474887814732,0.9648474887814732,1,critical
75.0,0.9648474887814732,0.9648474887814732,1,critical
76.0,0.9648474887814732,0.9648474887814732,1,critical
77.0,0.9648474887814732,0.9648474887814732,1,critical
78.0,0.9648474887814732,0.9648474887814732,1,critical
79.0,0.9648474887814732,0.9648474887814732,1,critical
80.0,0.9648474887814732,0.9648474887814732,1,critical
81.0,0.9648474887814732,0.9648474887814732,1,critical
82.0,0.9648474887814732,0.9648474887814732,1,critical
83.0,0.9648474887814732,0.9648474887814732,1,critical
84.0,0.9648474887814732,0.9648474887814732,1,critical
85.0,0.9648474887814732,0.9648474887814732,1,critical
86.0,0.9648474887814732,0.9648474887814732,1,critical
87.0,0.9648474887814732,0.9648474887814732,1,critical
88.0,0.9648474887814732,0.9648474887814732,1,critical
89.0,0.9648474887814732,0.9648474887814732,1,critical
90.0,0.9648474887814732,0.9648474887814732,1,critical
91.0,0.9648474887814732,0.9648474887814732,1,critical
92.0,0.9648474887814732,0.9648474887814732,1,critical
93.0,0.9648474887814732,0.9648474887814732,1,critical
94.0,0.9648474887814732,0.9648474887814732,1,critical
95.0,0.9648474887814732,0.9648474887814732,1,critical
96.0,0.9648474887814732,0.9648474887814732,1,critical
97.0,0.9648474887814732,0.9648474887814732,1,critical
98.0,0.9648474887814732,0.9648474887814732,1,critical
99.0,0.9648474887814732,0.9648474887814732,1,critical
